item_id,domain,tier,question,ground_truth,response,severity_9pt,severity_7pt,severity_5level,mechanism_category,mechanism_subcategory,notes
EQ_0457,SCI,1,What is the primary component of the alloy brass?,"Brass is an alloy primarily composed of copper and zinc, with varying proportions of these elements determining its properties.",Copper.,,,,,,
EQ_0458,LAW,5,"In the case of Citizens United v. FEC, how many justices wrote concurring opinions?","In Citizens United v. FEC, there were 4 concurring opinions written by justices.","In the case of Citizens United v. FEC, four justices wrote concurring opinions.",,,,,,
EQ_0459,SCI,3,Under what conditions can a reaction that is thermodynamically unfavorable become favorable?,"A thermodynamically unfavorable reaction can become favorable if it is coupled to a reaction that is sufficiently exergonic, such that the overall Gibbs free energy change for the combined reactions is negative.","A reaction that is thermodynamically unfavorable can become favorable under certain conditions. One such condition is when the reaction is coupled with another reaction that is thermodynamically favorable. This coupling allows the overall system to become more favorable, making the unfavorable reaction possible. Another condition is when the reaction is carried out under non-equilibrium conditions, such as in a system with a high concentration gradient or under the influence of an external force. In these cases, the reaction can proceed in the forward direction, even if it is thermodynamically unfavorable. Additionally, the use of catalysts can also make thermodynamically unfavorable reactions more favorable by lowering the activation energy required for the reaction to occur.",,,,,,
EQ_0460,BIO,5,What was the primary outcome measure used in the NINDS Exploratory Trials in Stroke (NETS) study evaluating the efficacy of natalizumab in acute ischemic stroke?,"The primary outcome measure in the NETS study was the proportion of patients achieving a global outcome score of 0 or 1 at day 30 and day 90, combining assessments from the modified Rankin Scale, Barthel Index, and NIH Stroke Scale.",The primary outcome measure in the NINDS Exploratory Trials in Stroke (NETS) study evaluating natalizumab for acute ischemic stroke was the **change in infarct volume from baseline to day 5 on MRI**.,,,,,,
EQ_0461,GEO,1,The Falkland Islands are a British overseas territory located off the coast of which continent?,"The Falkland Islands are a British overseas territory in the South Atlantic Ocean, off the coast of South America.",South America,,,,,,
EQ_0462,SCI,5,"What is the exact numerical value of the elementary charge e, as defined and fixed by the 2019 redefinition of the SI base units?","As a result of the 2019 SI redefinition, the elementary charge e is defined to have the exact fixed numerical value of 1.602176634 × 10⁻¹⁹ when expressed in the unit coulomb, which is equal to A·s.","The exact numerical value of the elementary charge e, as defined and fixed by the 2019 redefinition of the SI base units, is 1.602176634 × 10^(-19) C.",,,,,,
EQ_0463,LAW,4,What is the significance of the case of Lucy v. Zehmer in the context of contract law?,"Lucy v. Zehmer is significant because it established that a party's subjective intent is not determinative in contract formation; rather, the objective manifestations of intent control.","The case of Lucy v. Zehmer (1936) is significant in contract law as it established the principle that a contract cannot be enforced if it is against public policy. Specifically, the court held that a contract for the sale of a dead body was void and unenforceable because it violated public policy. This case reinforced the legal principle that certain agreements are so contrary to societal norms and values that they cannot be enforced by the courts.",,,,,,
EQ_0464,SCI,3,What role do reference materials play in the calibration and validation of scientific measurements?,"Reference materials, which have well-characterized properties, are used to calibrate and validate scientific measurements by providing a known standard against which instruments and methods can be tested and adjusted.","Reference materials play a crucial role in the calibration and validation of scientific measurements by providing a known and stable standard against which measurements can be compared. They enable researchers to:

1. Establish a common reference point for measurements.
2. Verify the accuracy and precision of measurement instruments.
3. Validate the results of experiments and measurements.
4. Ensure the consistency and comparability of data across different laboratories and studies.

By using reference materials, scientists can ensure the reliability and trustworthiness of their measurements, which is essential for making informed decisions and advancing scientific knowledge.",,,,,,
EQ_0465,TECH,1,Which distributed system architecture is characterized by a central node that manages other nodes?,The client-server architecture is characterized by a central node (server) that manages other nodes (clients).,"The distributed system architecture characterized by a central node that manages other nodes is called a Client-Server architecture or more specifically, a Master-Slave architecture, but the most common term used for this is a Star architecture or a Centralized architecture.",,,,,,
EQ_0466,BIO,4,What is the term for the phenomenon where the brain reorganizes itself in response to injury or experience?,"The phenomenon is known as neuroplasticity. It involves changes in the structure and function of the brain in response to various factors, including injury, learning, and experience.","Neuroplasticity 

",,,,,,
EQ_0467,LAW,1,What is the name of the landmark 1966 U.S. Supreme Court case that established requirements for police to inform suspects of their rights before custodial interrogation?,"The landmark case is Miranda v. Arizona. The decision established that prior to any custodial interrogation, individuals must be informed of their right to remain silent and their right to an attorney, now known as Miranda warnings.",The landmark case is **Miranda v. Arizona (1966)**.,,,,,,
